# DreamHouse Trading - 2324.TW 仁寶股票數據
# 下載時間: 2025-10-27 16:23:43
# 格式: Timestamp,Open,High,Low,Close,Volume
Timestamp,Open,High,Low,Close,Volume
2024-10-28 00:00:00,34.96,35.0,34.67,34.91,11908751
2024-10-29 00:00:00,34.72,34.81,34.14,34.62,14415109
2024-10-30 00:00:00,34.91,34.91,34.33,34.47,9563712
2024-11-01 00:00:00,32.98,34.81,32.94,34.72,19460736
2024-11-04 00:00:00,34.62,34.91,34.47,34.67,9672449
2024-11-05 00:00:00,34.67,35.0,34.52,35.0,14056782
2024-11-06 00:00:00,35.0,35.77,34.67,34.81,17713028
2024-11-07 00:00:00,34.57,36.98,34.57,36.69,61927576
2024-11-08 00:00:00,36.64,36.98,35.68,36.11,37278498
2024-11-11 00:00:00,36.35,36.4,35.73,36.06,15545478
2024-11-12 00:00:00,35.82,35.92,35.24,35.44,26478843
2024-11-13 00:00:00,36.35,37.89,35.97,36.4,98667347
2024-11-14 00:00:00,36.73,37.17,36.21,36.64,54797818
2024-11-15 00:00:00,37.22,37.22,36.06,36.06,35434904
2024-11-18 00:00:00,35.97,37.17,35.73,35.73,44363959
2024-11-19 00:00:00,35.97,36.01,35.34,35.53,33134472
2024-11-20 00:00:00,35.48,35.48,35.48,35.48,28240133
2024-11-21 00:00:00,35.2,36.01,35.05,35.63,18894349
2024-11-22 00:00:00,35.87,36.54,35.58,35.77,31755041
2024-11-25 00:00:00,36.21,36.78,36.11,36.78,48082487
2024-11-26 00:00:00,36.59,37.31,36.3,36.93,35045058
2024-11-27 00:00:00,37.12,37.41,36.16,36.16,27698862
2024-11-28 00:00:00,36.16,36.25,35.44,35.58,18079640
2024-11-29 00:00:00,35.24,35.82,35.0,35.44,13637351
2024-12-02 00:00:00,35.87,36.69,35.48,36.35,23091590
2024-12-03 00:00:00,37.41,37.41,36.25,36.49,24987041
2024-12-04 00:00:00,36.64,36.98,36.4,36.93,18817301
2024-12-05 00:00:00,37.41,37.41,36.64,36.88,15211839
2024-12-06 00:00:00,36.93,37.22,36.83,37.22,17256762
2024-12-09 00:00:00,38.27,38.71,37.41,37.6,78644575
2024-12-10 00:00:00,37.22,37.7,36.88,37.31,27432363
2024-12-11 00:00:00,36.93,37.36,36.83,37.02,14403758
2024-12-12 00:00:00,37.31,37.36,36.35,36.88,18249215
2024-12-13 00:00:00,36.64,36.64,35.73,35.97,18685517
2024-12-16 00:00:00,36.49,36.83,35.63,35.87,16236319
2024-12-17 00:00:00,35.97,36.06,35.2,35.63,24209659
2024-12-18 00:00:00,35.48,35.92,35.34,35.92,10992014
2024-12-19 00:00:00,35.15,35.73,35.1,35.63,13759315
2024-12-20 00:00:00,35.44,36.45,35.39,35.97,20159868
2024-12-23 00:00:00,36.25,36.49,36.11,36.16,9239810
2024-12-24 00:00:00,36.69,36.93,36.11,36.11,11165333
2024-12-25 00:00:00,36.45,36.64,36.3,36.64,6421120
2024-12-26 00:00:00,36.64,36.78,36.21,36.54,5063632
2024-12-27 00:00:00,36.54,36.54,36.11,36.54,4906952
2024-12-30 00:00:00,36.45,36.83,35.1,35.1,32770765
2024-12-31 00:00:00,35.1,36.21,35.1,36.21,22190863
2025-01-02 00:00:00,36.01,36.11,34.14,34.14,53451064
2025-01-03 00:00:00,34.86,35.1,34.67,34.81,13782052
2025-01-06 00:00:00,35.15,35.68,34.91,35.53,11071233
2025-01-07 00:00:00,35.58,35.73,35.24,35.34,9108664
2025-01-08 00:00:00,35.29,35.82,35.24,35.82,8539730
2025-01-09 00:00:00,35.82,35.97,35.1,35.15,8840667
2025-01-10 00:00:00,34.72,35.29,34.52,35.1,15928360
2025-01-13 00:00:00,35.0,35.29,34.23,34.62,17256059
2025-01-14 00:00:00,34.96,35.29,34.72,35.05,13235888
2025-01-15 00:00:00,35.24,35.77,35.2,35.24,12652605
2025-01-16 00:00:00,35.58,35.87,34.72,34.91,17716355
2025-01-17 00:00:00,34.91,35.2,34.67,34.91,8695748
2025-01-20 00:00:00,35.0,35.0,34.52,34.52,7672246
2025-01-21 00:00:00,34.76,34.81,34.47,34.52,5335506
2025-01-22 00:00:00,34.91,35.24,34.62,35.24,12435589
2025-02-03 00:00:00,35.0,35.97,34.52,35.77,25440047
2025-02-04 00:00:00,36.01,36.54,35.15,35.24,18228377
2025-02-05 00:00:00,35.68,36.35,35.63,36.35,16027983
2025-02-06 00:00:00,36.3,36.45,35.97,36.3,6896266
2025-02-07 00:00:00,36.16,36.98,36.11,36.98,13848669
2025-02-10 00:00:00,36.78,36.78,36.25,36.49,8312466
2025-02-11 00:00:00,36.49,36.93,36.11,36.3,8509648
2025-02-12 00:00:00,36.35,36.88,36.35,36.73,11281683
2025-02-13 00:00:00,36.83,37.41,36.64,37.02,11163244
2025-02-14 00:00:00,37.02,37.07,36.73,37.07,7543325
2025-02-17 00:00:00,37.22,37.31,36.78,36.78,5886013
2025-02-18 00:00:00,37.07,37.12,36.69,37.12,8060249
2025-02-19 00:00:00,37.17,37.31,37.02,37.26,7447692
2025-02-20 00:00:00,37.22,37.46,37.07,37.12,11423486
2025-02-21 00:00:00,37.12,37.5,36.93,37.41,15414155
2025-02-24 00:00:00,37.22,37.74,37.17,37.7,11002528
2025-02-25 00:00:00,37.41,38.18,37.41,37.98,14121624
2025-02-26 00:00:00,37.89,38.23,37.31,38.13,17247405
2025-02-27 00:00:00,38.08,38.08,37.02,37.31,20657519
2025-03-03 00:00:00,36.35,36.35,35.29,35.73,33111375
2025-03-04 00:00:00,35.29,36.25,35.15,35.92,21586162
2025-03-05 00:00:00,36.06,36.64,35.87,36.25,13928750
2025-03-06 00:00:00,36.45,37.26,36.45,36.78,19147783
2025-03-07 00:00:00,36.78,37.55,36.64,36.88,17707640
2025-03-10 00:00:00,36.88,36.88,36.45,36.45,12732959
2025-03-11 00:00:00,36.06,36.88,35.97,36.54,21574293
2025-03-12 00:00:00,36.83,37.07,36.4,36.59,15574475
2025-03-13 00:00:00,36.93,37.26,36.64,36.64,12049674
2025-03-14 00:00:00,36.93,37.12,36.35,36.69,13053594
2025-03-17 00:00:00,36.83,37.17,36.54,36.83,14017688
2025-03-18 00:00:00,37.22,37.22,36.54,37.07,23104501
2025-03-19 00:00:00,37.02,37.02,35.68,35.68,29906541
2025-03-20 00:00:00,36.16,36.25,35.68,36.11,18904069
2025-03-21 00:00:00,36.01,36.11,35.44,35.53,37186450
2025-03-24 00:00:00,35.58,35.73,34.72,35.0,30462981
2025-03-25 00:00:00,35.24,35.39,34.81,34.91,22883036
2025-03-26 00:00:00,35.29,35.29,34.72,35.1,28843957
2025-03-27 00:00:00,34.0,34.65,33.9,34.35,42802882
2025-03-28 00:00:00,34.25,34.3,33.5,33.75,23310550
2025-03-31 00:00:00,32.9,33.3,31.85,31.85,35793660
2025-04-01 00:00:00,32.3,33.15,31.95,33.1,27005675
2025-04-02 00:00:00,32.8,32.95,32.25,32.4,15565999
2025-04-07 00:00:00,29.2,29.2,29.2,29.2,5554320
2025-04-08 00:00:00,26.3,27.5,26.3,26.3,39027874
2025-04-09 00:00:00,25.25,25.75,23.7,23.7,52671413
2025-04-10 00:00:00,26.05,26.05,25.65,26.05,21096880
2025-04-11 00:00:00,25.65,26.5,24.45,26.45,47028144
2025-04-14 00:00:00,27.4,29.0,27.4,28.35,72917457
2025-04-15 00:00:00,28.45,28.55,27.6,28.35,32452300
2025-04-16 00:00:00,27.95,28.05,27.5,27.5,18651643
2025-04-17 00:00:00,27.05,27.65,27.0,27.55,12132061
2025-04-18 00:00:00,27.65,27.7,27.25,27.25,7030411
2025-04-21 00:00:00,27.25,27.5,27.0,27.05,7990788
2025-04-22 00:00:00,26.5,26.9,26.45,26.55,11429270
2025-04-23 00:00:00,27.2,27.75,27.05,27.55,12508907
2025-04-24 00:00:00,27.1,27.2,26.7,26.75,15031354
2025-04-25 00:00:00,27.05,27.5,27.0,27.1,15221321
2025-04-28 00:00:00,27.35,27.5,27.1,27.2,8077386
2025-04-29 00:00:00,27.35,27.75,27.25,27.6,11701324
2025-04-30 00:00:00,27.55,27.8,27.15,27.35,12371003
2025-05-02 00:00:00,27.65,28.15,27.35,28.0,12699364
2025-05-05 00:00:00,28.35,28.35,26.95,27.2,11967817
2025-05-06 00:00:00,27.5,27.55,27.1,27.3,10834849
2025-05-07 00:00:00,27.45,27.65,27.25,27.45,8341708
2025-05-08 00:00:00,27.5,28.0,27.5,27.75,7678896
2025-05-09 00:00:00,28.0,28.45,27.75,28.35,12876009
2025-05-12 00:00:00,28.2,28.5,28.05,28.5,14904119
2025-05-13 00:00:00,28.8,29.2,28.25,28.4,21624612
2025-05-14 00:00:00,28.7,28.85,28.4,28.55,22012608
2025-05-15 00:00:00,28.45,28.55,26.9,26.9,53226544
2025-05-16 00:00:00,26.9,28.6,26.65,27.8,75985352
2025-05-19 00:00:00,28.3,30.15,27.8,29.15,117436681
2025-05-20 00:00:00,29.7,30.55,28.5,28.8,115619185
2025-05-21 00:00:00,28.95,29.4,28.55,28.65,41849852
2025-05-22 00:00:00,28.8,29.1,28.55,28.7,34955907
2025-05-23 00:00:00,28.85,28.95,28.55,28.65,18676216
2025-05-26 00:00:00,28.8,28.8,27.9,28.6,62115026
2025-05-27 00:00:00,28.4,28.5,27.95,28.0,59817280
2025-05-28 00:00:00,28.35,28.45,27.5,27.85,55452064
2025-05-29 00:00:00,28.0,28.8,27.55,28.8,113061915
2025-06-02 00:00:00,28.2,28.3,27.0,27.2,83059771
2025-06-03 00:00:00,27.55,27.8,27.15,27.45,58282377
2025-06-04 00:00:00,27.6,28.4,27.6,28.35,43358521
2025-06-05 00:00:00,28.35,28.75,28.25,28.35,28600320
2025-06-06 00:00:00,28.45,28.7,28.3,28.55,23924802
2025-06-09 00:00:00,28.75,28.75,28.2,28.55,20890358
2025-06-10 00:00:00,28.2,28.7,28.15,28.45,24759622
2025-06-11 00:00:00,28.55,28.8,28.35,28.5,22893220
2025-06-12 00:00:00,28.7,29.2,28.65,29.0,30678331
2025-06-13 00:00:00,28.85,28.85,28.4,28.65,26175907
2025-06-16 00:00:00,28.55,28.55,28.15,28.45,11838360
2025-06-17 00:00:00,28.65,28.7,28.15,28.5,21901568
2025-06-18 00:00:00,28.6,28.85,28.3,28.5,34228475
2025-06-19 00:00:00,28.5,28.65,27.75,27.95,29249309
2025-06-20 00:00:00,27.85,27.95,27.3,27.4,26429164
2025-06-23 00:00:00,27.05,27.8,26.95,27.55,21887523
2025-06-24 00:00:00,27.95,28.35,27.85,28.1,25104115
2025-06-25 00:00:00,28.3,28.65,28.1,28.3,26355732
2025-06-26 00:00:00,28.3,28.5,28.0,28.0,31149761
2025-06-27 00:00:00,28.4,28.85,28.35,28.7,45028416
2025-06-30 00:00:00,28.55,29.6,28.35,29.0,86061883
2025-07-01 00:00:00,29.0,29.35,28.7,28.85,51538661
2025-07-02 00:00:00,28.7,29.2,28.5,28.9,42411789
2025-07-03 00:00:00,28.95,29.25,28.75,29.0,42453788
2025-07-04 00:00:00,29.0,29.05,28.45,28.65,57754945
2025-07-07 00:00:00,28.6,29.25,28.35,29.15,41893688
2025-07-08 00:00:00,29.0,29.4,28.6,28.6,26706069
2025-07-09 00:00:00,28.65,29.1,28.6,29.1,16871683
2025-07-10 00:00:00,29.0,29.1,28.5,28.6,13918301
2025-07-11 00:00:00,28.8,29.0,28.65,28.7,12790918
2025-07-14 00:00:00,28.6,28.95,28.5,28.85,10620799
2025-07-15 00:00:00,28.7,29.5,28.7,29.35,18874699
2025-07-16 00:00:00,29.25,29.3,28.9,28.9,12265901
2025-07-17 00:00:00,29.05,29.3,28.95,29.25,11063590
2025-07-18 00:00:00,29.35,29.35,29.0,29.0,10655919
2025-07-21 00:00:00,29.3,30.55,29.2,30.0,46655421
2025-07-22 00:00:00,29.9,29.9,28.65,28.7,32674059
2025-07-23 00:00:00,28.95,29.7,28.95,29.55,18727200
2025-07-24 00:00:00,29.45,29.95,29.25,29.75,14142640
2025-07-25 00:00:00,29.65,29.85,29.5,29.75,9494197
2025-07-28 00:00:00,29.85,30.4,29.55,30.1,17090369
2025-07-29 00:00:00,30.15,30.15,29.3,29.4,17375600
2025-07-30 00:00:00,29.5,30.1,29.3,29.75,13025615
2025-07-31 00:00:00,29.65,29.8,29.15,29.5,16534161
2025-08-04 00:00:00,29.7,29.95,29.45,29.9,13110409
2025-08-05 00:00:00,30.1,30.45,29.9,30.35,19266232
2025-08-06 00:00:00,30.3,30.45,29.9,30.05,15106497
2025-08-07 00:00:00,30.3,30.55,30.0,30.0,15549686
2025-08-08 00:00:00,30.15,30.4,29.4,29.45,19710536
2025-08-11 00:00:00,29.4,29.5,28.95,29.3,17317646
2025-08-12 00:00:00,29.3,29.3,28.95,28.95,13739085
2025-08-13 00:00:00,29.15,29.25,28.2,28.2,28286874
2025-08-14 00:00:00,28.4,28.45,28.05,28.15,16178492
2025-08-15 00:00:00,28.1,28.1,27.7,27.9,22657605
2025-08-18 00:00:00,27.9,28.0,27.45,27.65,23499493
2025-08-19 00:00:00,27.6,28.0,27.5,27.5,15419654
2025-08-20 00:00:00,27.8,27.95,27.4,27.5,20155281
2025-08-21 00:00:00,27.7,27.85,27.5,27.55,11065123
2025-08-22 00:00:00,27.6,28.0,27.55,27.75,13613585
2025-08-25 00:00:00,28.05,28.15,27.7,27.85,18412767
2025-08-26 00:00:00,27.85,28.0,27.7,27.95,28763177
2025-08-27 00:00:00,28.05,28.5,28.0,28.0,11570154
2025-08-28 00:00:00,28.15,28.35,28.0,28.1,13301544
2025-08-29 00:00:00,28.1,28.2,27.65,27.65,16226296
2025-09-01 00:00:00,27.75,27.8,26.7,26.8,21879518
2025-09-02 00:00:00,27.3,27.4,26.9,26.95,11528657
2025-09-03 00:00:00,27.2,27.3,27.05,27.2,14462183
2025-09-04 00:00:00,27.45,28.05,27.4,27.7,18303672
2025-09-05 00:00:00,28.0,28.15,27.85,28.1,12805716
2025-09-08 00:00:00,28.35,28.7,28.0,28.25,12146949
2025-09-09 00:00:00,28.35,28.4,28.05,28.2,13255933
2025-09-10 00:00:00,28.05,28.3,27.55,27.95,22962503
2025-09-11 00:00:00,28.05,28.25,27.75,27.75,17763280
2025-09-12 00:00:00,28.1,30.5,28.1,29.8,78746091
2025-09-15 00:00:00,29.85,31.3,29.5,30.5,84857589
2025-09-16 00:00:00,30.75,30.75,30.0,30.1,41607938
2025-09-17 00:00:00,30.45,32.7,30.35,30.75,67297068
2025-09-18 00:00:00,31.2,31.45,30.2,30.4,37398151
2025-09-19 00:00:00,30.7,30.95,30.3,30.55,28181372
2025-09-22 00:00:00,31.6,31.65,30.9,31.2,32235843
2025-09-23 00:00:00,31.65,32.45,31.4,31.4,50555793
2025-09-24 00:00:00,32.1,34.5,31.9,34.5,129962877
2025-09-25 00:00:00,35.25,37.8,34.5,36.4,276246339
2025-09-26 00:00:00,36.0,36.25,33.35,33.4,124136904
2025-09-30 00:00:00,33.85,34.45,32.3,32.4,84862189
2025-10-01 00:00:00,32.25,32.4,31.0,31.75,81988872
2025-10-02 00:00:00,31.95,33.1,31.95,32.65,60482123
2025-10-03 00:00:00,32.6,32.75,31.95,32.05,27033756
2025-10-07 00:00:00,32.2,33.25,32.2,32.65,36996532
2025-10-08 00:00:00,32.65,32.65,31.75,31.95,25112915
2025-10-09 00:00:00,32.4,33.3,32.1,32.25,33745689
2025-10-13 00:00:00,30.9,31.95,30.6,31.5,53528260
2025-10-14 00:00:00,31.95,32.55,31.0,31.0,35918872
2025-10-15 00:00:00,31.8,31.8,30.8,31.65,27618377
2025-10-16 00:00:00,32.6,33.1,31.8,31.85,49198971
2025-10-17 00:00:00,32.2,34.45,32.05,33.3,114403267
2025-10-20 00:00:00,33.75,33.75,32.4,32.95,54778407
2025-10-21 00:00:00,33.15,35.65,32.6,34.3,123775677
2025-10-22 00:00:00,34.45,36.7,34.0,35.95,199715762
2025-10-23 00:00:00,35.4,35.45,34.55,35.0,83283101
2025-10-27 00:00:00,35.55,36.3,34.65,35.2,89159069
